,Unnamed: 0,d1,d2,type,split,smiles1,smiles2
64972,64976,DB01081,DB00906,25,training,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
64974,64978,DB00228,DB00906,25,training,FC(F)OC(F)(F)C(F)Cl,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
64976,64980,DB00854,DB00906,25,training,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
64977,64981,DB09009,DB00906,25,training,CCCNC(C)C(O)=NC1=C(SC=C1C)C(=O)OC,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
64979,64983,DB00697,DB00906,25,training,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
64981,64985,DB00829,DB00906,25,training,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
64982,64986,DB01159,DB00906,25,training,FC(F)(F)C(Cl)Br,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
64986,64990,DB09063,DB00906,9,training,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
64990,64994,DB06201,DB00906,25,training,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
64993,64997,DB09048,DB00906,9,training,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CCN(C)CC1,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
64994,64998,DB06717,DB00906,9,training,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
64997,65001,DB06148,DB00909,12,training,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21,NS(=O)(=O)CC1=NOC2=CC=CC=C12
64998,65002,DB00747,DB00909,25,training,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
64999,65003,DB00752,DB00909,25,training,NC1CC1C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65000,65004,DB00615,DB00909,6,training,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65002,65006,DB01154,DB00909,25,training,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65003,65007,DB01045,DB00909,6,training,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65006,65010,DB00794,DB00909,6,training,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65007,65011,DB01174,DB00909,8,training,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65008,65012,DB00312,DB00909,6,training,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65010,65014,DB01201,DB00909,6,training,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65011,65015,DB00673,DB00909,9,training,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65013,65017,DB01351,DB00909,25,training,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65015,65019,DB00559,DB00909,8,training,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65016,65020,DB00474,DB00909,25,training,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65017,65021,DB09280,DB00909,6,training,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65018,65022,DB01355,DB00909,25,training,CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65020,65024,DB01437,DB00909,25,training,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65022,65026,DB00705,DB00909,5,training,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65024,65028,DB00924,DB00909,25,training,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65025,65029,DB00254,DB00909,5,training,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65026,65030,DB01254,DB00909,9,training,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65027,65031,DB00321,DB00909,25,training,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65028,65032,DB01236,DB00909,25,training,FCOC(C(F)(F)F)C(F)(F)F,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65029,65033,DB00768,DB00909,25,training,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65032,65036,DB00754,DB00909,25,training,CCN1C(=O)NC(C1=O)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65033,65037,DB00343,DB00909,5,training,COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65034,65038,DB01017,DB00909,53,training,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65035,65039,DB00726,DB00909,25,training,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65037,65041,DB00543,DB00909,25,training,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65040,65044,DB00176,DB00909,5,training,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65041,65045,DB01083,DB00909,8,training,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65042,65046,DB00458,DB00909,25,training,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65043,65047,DB00588,DB00909,25,training,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65044,65048,DB01149,DB00909,5,training,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65045,65049,DB00193,DB00909,25,training,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65046,65050,DB00619,DB00909,5,training,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65048,65052,DB00230,DB00909,12,training,CC(C)C[C@H](CN)CC(O)=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65049,65053,DB00285,DB00909,5,training,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65050,65054,DB01580,DB00909,25,training,CC(C)NCC(O)COC1=CC=CC=C1OCC=C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65051,65055,DB00834,DB00909,9,training,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],NS(=O)(=O)CC1=NOC2=CC=CC=C12
65052,65056,DB01263,DB00909,5,training,[H][C@@](C)(O)[C@]([H])(CC)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@]2([H])CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65055,65059,DB00196,DB00909,5,training,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65056,65060,DB00333,DB00909,25,training,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65057,65061,DB01319,DB00909,5,training,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65058,65062,DB00220,DB00909,5,training,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65059,65063,DB08865,DB00909,5,training,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65060,65064,DB00648,DB00909,8,training,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65062,65066,DB01167,DB00909,5,training,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65063,65067,DB09074,DB00909,5,training,OC1=NN=C(CC2=CC(C(=O)N3CCN(CC3)C(=O)C3CC3)=C(F)C=C2)C2=CC=CC=C12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65065,65069,DB00257,DB00909,5,training,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65069,65073,DB00502,DB00909,25,training,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65070,65074,DB00246,DB00909,5,training,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65072,65076,DB05521,DB00909,5,training,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65074,65078,DB00289,DB00909,5,training,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65075,65079,DB01264,DB00909,5,training,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65076,65080,DB00188,DB00909,5,training,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65077,65081,DB00270,DB00909,5,training,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65079,65083,DB09065,DB00909,5,training,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65081,65085,DB09054,DB00909,5,training,[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65085,65089,DB00091,DB00909,5,training,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65086,65090,DB00283,DB00909,5,training,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65088,65092,DB00273,DB00909,25,training,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65089,65093,DB08899,DB00909,8,training,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65090,65094,DB08873,DB00909,5,training,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65091,65095,DB01232,DB00909,5,training,[H][C@@](O)(CN1C[C@@]2([H])CCCC[C@@]2([H])C[C@@]1([H])C(O)=NC(C)(C)C)[C@]([H])(CC1=CC=CC=C1)N=C(O)[C@]([H])(CC(O)=N)NC(=O)C1=NC2=CC=CC=C2C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65092,65096,DB00363,DB00909,25,training,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65093,65097,DB08933,DB00909,9,training,ClC1=CC(Cl)=C(C=C1)[C@@H]1CS\C(S1)=C(\C#N)N1C=CN=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65094,65098,DB04868,DB00909,5,training,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65095,65099,DB00477,DB00909,25,training,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65096,65100,DB00420,DB00909,25,training,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65097,65101,DB00320,DB00909,5,training,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65098,65102,DB01075,DB00909,25,training,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65100,65104,DB00366,DB00909,53,training,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65105,65109,DB01440,DB00909,25,training,OCCCC([O-])=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65107,65111,DB00241,DB00909,25,training,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65108,65112,DB09017,DB00909,25,training,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65109,65113,DB00611,DB00909,25,training,[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65110,65114,DB01028,DB00909,25,training,COC(F)(F)C(Cl)Cl,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65112,65116,DB00470,DB00909,53,training,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65114,65118,DB06690,DB00909,25,training,[O-][N+]#N,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65115,65119,DB06716,DB00909,25,training,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65116,65120,DB00450,DB00909,53,training,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65117,65121,DB00734,DB00909,25,training,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65118,65122,DB00737,DB00909,25,training,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65119,65123,DB01595,DB00909,25,training,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65120,65124,DB00653,DB00909,53,training,[Mg++].[O-]S([O-])(=O)=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65121,65125,DB01189,DB00909,25,training,FC(F)OC(F)C(F)(F)F,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65122,65126,DB01463,DB00909,25,training,CCNC1C2CCC(C2)C1C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65123,65127,DB01466,DB00909,25,training,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65134,65138,DB00831,DB00909,25,training,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65138,65142,DB00404,DB00909,25,training,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65140,65144,DB00408,DB00909,25,training,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65141,65145,DB01558,DB00909,25,training,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65142,65146,DB00961,DB00909,25,training,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65143,65147,DB00295,DB00909,25,training,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65144,65148,DB08922,DB00909,25,training,[H][C@@]12CCCC[C@]1([H])C(=O)N(CCCCN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65146,65150,DB00807,DB00909,25,training,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65147,65151,DB00801,DB00909,25,training,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65148,65152,DB00802,DB00909,25,training,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65152,65156,DB00313,DB00909,25,training,CCCC(CCC)C(O)=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65153,65157,DB09286,DB00909,25,training,NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65154,65158,DB00423,DB00909,25,training,COC1=CC=CC=C1OCC(O)COC(N)=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65156,65160,DB00371,DB00909,25,training,CCCC(C)(COC(N)=O)COC(N)=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65157,65161,DB00850,DB00909,25,training,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65158,65162,DB00341,DB00909,25,training,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65160,65164,DB00433,DB00909,25,training,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65161,65165,DB00835,DB00909,25,training,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65162,65166,DB00206,DB00909,25,training,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65163,65167,DB06594,DB00909,25,training,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65164,65168,DB06216,DB00909,25,training,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65165,65169,DB00897,DB00909,25,training,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65166,65170,DB04842,DB00909,25,training,FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65167,65171,DB13323,DB00909,25,training,ClC=C(Cl)Cl,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65168,65172,DB00708,DB00909,25,training,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65169,65173,DB01215,DB00909,25,training,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65170,65174,DB00237,DB00909,25,training,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65173,65177,DB00721,DB00909,25,training,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65177,65181,DB09224,DB00909,25,training,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65178,65182,DB00750,DB00909,25,training,CCCNC(C)C(=O)NC1=CC=CC=C1C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65182,65186,DB06738,DB00909,25,training,CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65183,65187,DB00899,DB00909,25,training,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,NS(=O)(=O)CC1=NOC2=CC=CC=C12
